Event,Region,Rank,Payout,Players
WC Week 5,Oceania,100,150,1
WC Week 5,Oceania,250,100,1
WC Week 6,Asia,1,3250,2
WC Week 6,Asia,2,2750,2
WC Week 6,Asia,3,2250,2
WC Week 6,Asia,4,2000,2
WC Week 6,Asia,5,1750,2
WC Week 6,Asia,6,1500,2
WC Week 6,Asia,7,1250,2
WC Week 6,Asia,8,1000,2
WC Week 6,Asia,9,750,2
WC Week 6,Asia,10,500,2
WC Week 6,Asia,20,400,2
WC Week 6,Asia,30,350,2
WC Week 6,Asia,40,300,2
WC Week 6,Asia,50,250,2
WC Week 6,Asia,75,200,2
WC Week 6,Asia,100,100,2
WC Week 6,Brazil,1,3250,2
WC Week 6,Brazil,2,2750,2
WC Week 6,Brazil,3,2250,2
WC Week 6,Brazil,4,2000,2
WC Week 6,Brazil,5,1750,2
WC Week 6,Brazil,6,1500,2
WC Week 6,Brazil,7,1250,2
WC Week 6,Brazil,8,1000,2
WC Week 6,Brazil,9,750,2
WC Week 6,Brazil,10,500,2
WC Week 6,Brazil,20,400,2
WC Week 6,Brazil,30,350,2
WC Week 6,Brazil,40,300,2
WC Week 6,Brazil,50,250,2
WC Week 6,Brazil,75,200,2
WC Week 6,Brazil,100,100,2
WC Week 6,Europe,1,5000,2
WC Week 6,Europe,2,4000,2
WC Week 6,Europe,3,3250,2
WC Week 6,Europe,4,2500,2
WC Week 6,Europe,5,2250,2
WC Week 6,Europe,6,2000,2
WC Week 6,Europe,7,1750,2
WC Week 6,Europe,8,1500,2
WC Week 6,Europe,9,1250,2
WC Week 6,Europe,10,1000,2
WC Week 6,Europe,20,900,2
WC Week 6,Europe,30,650,2
WC Week 6,Europe,40,550,2
WC Week 6,Europe,50,450,2
WC Week 6,Europe,75,400,2
WC Week 6,Europe,100,350,2
WC Week 6,Europe,250,250,2
WC Week 6,Europe,500,175,2
WC Week 6,Europe,1000,100,2
WC Week 6,NA East,1,5000,2
WC Week 6,NA East,2,4000,2
WC Week 6,NA East,3,3250,2
WC Week 6,NA East,4,2500,2
WC Week 6,NA East,5,2250,2
WC Week 6,NA East,6,2000,2
WC Week 6,NA East,7,1750,2
WC Week 6,NA East,8,1500,2
WC Week 6,NA East,9,1250,2
WC Week 6,NA East,10,1000,2
WC Week 6,NA East,20,900,2
WC Week 6,NA East,30,650,2
WC Week 6,NA East,40,550,2
WC Week 6,NA East,50,450,2
WC Week 6,NA East,75,400,2
WC Week 6,NA East,100,350,2
WC Week 6,NA East,250,250,2
WC Week 6,NA East,500,175,2
WC Week 6,NA West,1,3250,2
WC Week 6,NA West,2,2750,2
WC Week 6,NA West,3,2375,2
WC Week 6,NA West,4,2000,2
WC Week 6,NA West,5,1750,2
WC Week 6,NA West,6,1500,2
WC Week 6,NA West,7,1250,2
WC Week 6,NA West,8,1000,2
WC Week 6,NA West,9,750,2
WC Week 6,NA West,10,500,2
WC Week 6,NA West,20,350,2
WC Week 6,NA West,30,300,2
WC Week 6,NA West,40,250,2
WC Week 6,NA West,50,200,2
WC Week 6,NA West,75,150,2
WC Week 6,NA West,100,125,2
WC Week 6,NA West,250,100,2
WC Week 6,Oceania,1,2500,2
WC Week 6,Oceania,2,2250,2
WC Week 6,Oceania,3,2000,2
WC Week 6,Oceania,4,1750,2
WC Week 6,Oceania,5,1500,2
WC Week 6,Oceania,6,1250,2
WC Week 6,Oceania,7,875,2
WC Week 6,Oceania,8,625,2
WC Week 6,Oceania,9,400,2
WC Week 6,Oceania,10,350,2
WC Week 6,Oceania,20,300,2
WC Week 6,Oceania,30,250,2
WC Week 6,Oceania,40,200,2
WC Week 6,Oceania,50,150,2
WC Week 6,Oceania,75,100,2
WC Week 7,Asia,1,3000,1
WC Week 7,Asia,2,2500,1
WC Week 7,Asia,3,2250,1
WC Week 7,Asia,4,2000,1
WC Week 7,Asia,5,1750,1
WC Week 7,Asia,6,1500,1
WC Week 7,Asia,7,1250,1
WC Week 7,Asia,8,1000,1
WC Week 7,Asia,9,800,1
WC Week 7,Asia,10,600,1
WC Week 7,Asia,20,500,1
WC Week 7,Asia,30,400,1
WC Week 7,Asia,40,300,1
WC Week 7,Asia,50,200,1
WC Week 7,Asia,75,175,1
WC Week 7,Asia,100,150,1
WC Week 7,Asia,250,125,1
WC Week 7,Asia,500,100,1
WC Week 7,Brazil,1,3000,1
WC Week 7,Brazil,2,2500,1
WC Week 7,Brazil,3,2250,1
WC Week 7,Brazil,4,2000,1
WC Week 7,Brazil,5,1750,1
WC Week 7,Brazil,6,1500,1
WC Week 7,Brazil,7,1250,1
WC Week 7,Brazil,8,1000,1
WC Week 7,Brazil,9,800,1
WC Week 7,Brazil,10,600,1
WC Week 7,Brazil,20,500,1
WC Week 7,Brazil,30,400,1
WC Week 7,Brazil,40,300,1
WC Week 7,Brazil,50,200,1
WC Week 7,Brazil,75,175,1
WC Week 7,Brazil,100,150,1
WC Week 7,Brazil,250,125,1
WC Week 7,Brazil,500,100,1
WC Week 7,Europe,1,5000,1
WC Week 7,Europe,2,4000,1
WC Week 7,Europe,3,3000,1
WC Week 7,Europe,4,2500,1
WC Week 7,Europe,5,2250,1
WC Week 7,Europe,6,2000,1
WC Week 7,Europe,7,1750,1
WC Week 7,Europe,8,1500,1
WC Week 7,Europe,9,1250,1
WC Week 7,Europe,10,1000,1
WC Week 7,Europe,20,800,1
WC Week 7,Europe,30,650,1
WC Week 7,Europe,40,550,1
WC Week 7,Europe,50,450,1
WC Week 7,Europe,75,400,1
WC Week 7,Europe,100,350,1
WC Week 7,Europe,250,300,1
WC Week 7,Europe,500,250,1
WC Week 7,Europe,1000,200,1
WC Week 7,Europe,1500,150,1
WC Week 7,Europe,2000,100,1
WC Week 7,NA East,1,5000,1
WC Week 7,NA East,2,4000,1
WC Week 7,NA East,3,3000,1
WC Week 7,NA East,4,2500,1
WC Week 7,NA East,5,2250,1
WC Week 7,NA East,6,2000,1
WC Week 7,NA East,7,1750,1
WC Week 7,NA East,8,1500,1
WC Week 7,NA East,9,1250,1
WC Week 7,NA East,10,1000,1
WC Week 7,NA East,20,800,1
WC Week 7,NA East,30,650,1
WC Week 7,NA East,40,550,1
WC Week 7,NA East,50,450,1
WC Week 7,NA East,75,400,1
WC Week 7,NA East,100,350,1
WC Week 7,NA East,250,300,1
WC Week 7,NA East,500,250,1
WC Week 7,NA East,1000,150,1
WC Week 7,NA East,1500,100,1
WC Week 7,NA West,1,4000,1
WC Week 7,NA West,2,3500,1
WC Week 7,NA West,3,3000,1
WC Week 7,NA West,4,2500,1
WC Week 7,NA West,5,2000,1
WC Week 7,NA West,6,1700,1
WC Week 7,NA West,7,1500,1
WC Week 7,NA West,8,1250,1
WC Week 7,NA West,9,1000,1
WC Week 7,NA West,10,800,1
WC Week 7,NA West,20,700,1
WC Week 7,NA West,30,500,1
WC Week 7,NA West,40,450,1
WC Week 7,NA West,50,350,1
WC Week 7,NA West,75,250,1
WC Week 7,NA West,100,200,1
WC Week 7,NA West,250,150,1
WC Week 7,NA West,500,100,1
WC Week 7,Oceania,1,2500,1
WC Week 7,Oceania,2,2250,1
WC Week 7,Oceania,3,2000,1
WC Week 7,Oceania,4,1750,1
WC Week 7,Oceania,5,1500,1
WC Week 7,Oceania,6,1250,1
WC Week 7,Oceania,7,1000,1
WC Week 7,Oceania,8,750,1
WC Week 7,Oceania,9,500,1
WC Week 7,Oceania,10,450,1
WC Week 7,Oceania,20,400,1
WC Week 7,Oceania,30,350,1
WC Week 7,Oceania,40,300,1
WC Week 7,Oceania,50,250,1
WC Week 7,Oceania,75,200,1
WC Week 7,Oceania,100,150,1
WC Week 7,Oceania,250,100,1
WC Week 8,Asia,1,3250,2
WC Week 8,Asia,2,2750,2
WC Week 8,Asia,3,2250,2
WC Week 8,Asia,4,2000,2
WC Week 8,Asia,5,1750,2
WC Week 8,Asia,6,1500,2
WC Week 8,Asia,7,1250,2
WC Week 8,Asia,8,1000,2
WC Week 8,Asia,9,750,2
WC Week 8,Asia,10,500,2
WC Week 8,Asia,20,400,2
WC Week 8,Asia,30,350,2
WC Week 8,Asia,40,300,2
WC Week 8,Asia,50,250,2
WC Week 8,Asia,75,200,2
WC Week 8,Asia,100,100,2
WC Week 8,Brazil,1,3250,2
WC Week 8,Brazil,2,2750,2
WC Week 8,Brazil,3,2250,2
WC Week 8,Brazil,4,2000,2
WC Week 8,Brazil,5,1750,2
WC Week 8,Brazil,6,1500,2
WC Week 8,Brazil,7,1250,2
WC Week 8,Brazil,8,1000,2
WC Week 8,Brazil,9,750,2
WC Week 8,Brazil,10,500,2
WC Week 8,Brazil,20,400,2
WC Week 8,Brazil,30,350,2
WC Week 8,Brazil,40,300,2
WC Week 8,Brazil,50,250,2
WC Week 8,Brazil,75,200,2
WC Week 8,Brazil,100,100,2
WC Week 8,Europe,1,5000,2
WC Week 8,Europe,2,4000,2
WC Week 8,Europe,3,3250,2
WC Week 8,Europe,4,2500,2
WC Week 8,Europe,5,2250,2
WC Week 8,Europe,6,2000,2
WC Week 8,Europe,7,1750,2
WC Week 8,Europe,8,1500,2
WC Week 8,Europe,9,1250,2
WC Week 8,Europe,10,1000,2
WC Week 8,Europe,20,900,2
WC Week 8,Europe,30,650,2
WC Week 8,Europe,40,550,2
WC Week 8,Europe,50,450,2
WC Week 8,Europe,75,400,2
WC Week 8,Europe,100,350,2
WC Week 8,Europe,250,250,2
WC Week 8,Europe,500,175,2
WC Week 8,Europe,1000,100,2
WC Week 8,NA East,1,5000,2
WC Week 8,NA East,2,4000,2
WC Week 8,NA East,3,3250,2
WC Week 8,NA East,4,2500,2
WC Week 8,NA East,5,2250,2
WC Week 8,NA East,6,2000,2
WC Week 8,NA East,7,1750,2
WC Week 8,NA East,8,1500,2
WC Week 8,NA East,9,1250,2
WC Week 8,NA East,10,1000,2
WC Week 8,NA East,20,900,2
WC Week 8,NA East,30,650,2
WC Week 8,NA East,40,550,2
WC Week 8,NA East,50,450,2
WC Week 8,NA East,75,400,2
WC Week 8,NA East,100,350,2
WC Week 8,NA East,250,250,2
WC Week 8,NA East,500,175,2
WC Week 8,NA West,1,3250,2
WC Week 8,NA West,2,2750,2
WC Week 8,NA West,3,2375,2
WC Week 8,NA West,4,2000,2
WC Week 8,NA West,5,1750,2
WC Week 8,NA West,6,1500,2
WC Week 8,NA West,7,1250,2
WC Week 8,NA West,8,1000,2
WC Week 8,NA West,9,750,2
WC Week 8,NA West,10,500,2
WC Week 8,NA West,20,350,2
WC Week 8,NA West,30,300,2
WC Week 8,NA West,40,250,2
WC Week 8,NA West,50,200,2
WC Week 8,NA West,75,150,2
WC Week 8,NA West,100,125,2
WC Week 8,NA West,250,100,2
WC Week 8,Oceania,1,2500,2
WC Week 8,Oceania,2,2250,2
WC Week 8,Oceania,3,2000,2
WC Week 8,Oceania,4,1750,2
WC Week 8,Oceania,5,1500,2
WC Week 8,Oceania,6,1250,2
WC Week 8,Oceania,7,875,2
WC Week 8,Oceania,8,625,2
WC Week 8,Oceania,9,400,2
WC Week 8,Oceania,10,350,2
WC Week 8,Oceania,20,300,2
WC Week 8,Oceania,30,250,2
WC Week 8,Oceania,40,200,2
WC Week 8,Oceania,50,150,2
WC Week 8,Oceania,75,100,2
WC Week 9,Asia,1,6000,1
WC Week 9,Asia,2,5000,1
WC Week 9,Asia,3,4500,1
WC Week 9,Asia,4,4000,1
WC Week 9,Asia,5,3500,1
WC Week 9,Asia,6,3000,1
WC Week 9,Asia,7,2500,1
WC Week 9,Asia,8,2000,1
WC Week 9,Asia,9,1600,1
WC Week 9,Asia,10,1200,1
WC Week 9,Asia,20,1000,1
WC Week 9,Asia,30,800,1
WC Week 9,Asia,40,600,1
WC Week 9,Asia,50,400,1
WC Week 9,Asia,75,350,1
WC Week 9,Asia,100,300,1
WC Week 9,Asia,250,250,1
WC Week 9,Asia,500,200,1
WC Week 9,Brazil,1,6000,1
WC Week 9,Brazil,2,5000,1
WC Week 9,Brazil,3,4500,1
WC Week 9,Brazil,4,4000,1
WC Week 9,Brazil,5,3500,1
WC Week 9,Brazil,6,3000,1
WC Week 9,Brazil,7,2500,1
WC Week 9,Brazil,8,2000,1
WC Week 9,Brazil,9,1600,1
WC Week 9,Brazil,10,1200,1
WC Week 9,Brazil,20,1000,1
WC Week 9,Brazil,30,800,1
WC Week 9,Brazil,40,600,1
WC Week 9,Brazil,50,400,1
WC Week 9,Brazil,75,350,1
WC Week 9,Brazil,100,300,1
WC Week 9,Brazil,250,250,1
WC Week 9,Brazil,500,200,1
WC Week 9,Europe,1,10000,1
WC Week 9,Europe,2,8000,1
WC Week 9,Europe,3,6000,1
WC Week 9,Europe,4,5000,1
WC Week 9,Europe,5,4500,1
WC Week 9,Europe,6,4000,1
WC Week 9,Europe,7,3500,1
WC Week 9,Europe,8,3000,1
WC Week 9,Europe,9,2500,1
WC Week 9,Europe,10,2000,1
WC Week 9,Europe,20,1600,1
WC Week 9,Europe,30,1300,1
WC Week 9,Europe,40,1100,1
WC Week 9,Europe,50,900,1
WC Week 9,Europe,75,800,1
WC Week 9,Europe,100,700,1
WC Week 9,Europe,250,600,1
WC Week 9,Europe,500,500,1
WC Week 9,Europe,1000,400,1
WC Week 9,Europe,1500,300,1
WC Week 9,Europe,2000,200,1
WC Week 9,NA East,1,10000,1
WC Week 9,NA East,2,8000,1
WC Week 9,NA East,3,6000,1
WC Week 9,NA East,4,5000,1
WC Week 9,NA East,5,4500,1
WC Week 9,NA East,6,4000,1
WC Week 9,NA East,7,3500,1
WC Week 9,NA East,8,3000,1
WC Week 9,NA East,9,2500,1
WC Week 9,NA East,10,2000,1
WC Week 9,NA East,20,1600,1
WC Week 9,NA East,30,1300,1
WC Week 9,NA East,40,1100,1
WC Week 9,NA East,50,900,1
WC Week 9,NA East,75,800,1
WC Week 9,NA East,100,700,1
WC Week 9,NA East,250,600,1
WC Week 9,NA East,500,500,1
WC Week 9,NA East,1000,300,1
WC Week 9,NA East,1500,200,1
WC Week 9,NA West,1,8000,1
WC Week 9,NA West,2,7000,1
WC Week 9,NA West,3,6000,1
WC Week 9,NA West,4,5000,1
WC Week 9,NA West,5,4000,1
WC Week 9,NA West,6,3400,1
WC Week 9,NA West,7,3000,1
WC Week 9,NA West,8,2500,1
WC Week 9,NA West,9,2000,1
WC Week 9,NA West,10,1600,1
WC Week 9,NA West,20,1400,1
WC Week 9,NA West,30,1000,1
WC Week 9,NA West,40,900,1
WC Week 9,NA West,50,700,1
WC Week 9,NA West,75,500,1
WC Week 9,NA West,100,400,1
WC Week 9,NA West,250,300,1
WC Week 9,NA West,500,200,1
WC Week 9,Oceania,1,5000,1
WC Week 9,Oceania,2,4500,1
WC Week 9,Oceania,3,4000,1
WC Week 9,Oceania,4,3500,1
WC Week 9,Oceania,5,3000,1
WC Week 9,Oceania,6,2500,1
WC Week 9,Oceania,7,2000,1
WC Week 9,Oceania,8,1500,1
WC Week 9,Oceania,9,1000,1
WC Week 9,Oceania,10,900,1
WC Week 9,Oceania,20,800,1
WC Week 9,Oceania,30,700,1
WC Week 9,Oceania,40,600,1
WC Week 9,Oceania,50,500,1
WC Week 9,Oceania,75,400,1
WC Week 9,Oceania,100,300,1
WC Week 9,Oceania,250,200,1
