week,soloOrDuo,player1,player2,region,rank,payout,points   
Week 4,Duo,spoiling x,Samboo.,Oceana,18,300,87
Week 4,Duo,qu?nn,Tyraxe,Oceana,19,300,87
Week 4,Duo,RNG Her?hicals,syn?.,Oceana,20,300,83
Week 4,Duo,Spookzzz_Youtube,B?nzo,Oceana,21,250,82
Week 4,Duo,jesus guides me,noi?e,Oceana,22,250,80
Week 4,Duo,0 ping nunker,UntoldSkillzYT,Oceana,23,250,78
Week 4,Duo,ICON First,Sp??dyND,Oceana,24,250,78
Week 4,Duo,Trell.,m?nt.,Oceana,25,250,77
Week 4,Duo,Belfys,JarvRuss,Oceana,26,250,77
Week 4,Duo,MF Vince,west?,Oceana,27,250,76
Week 4,Duo,WarmEsky on ??,KNG PurpLChickn,Oceana,28,250,75
Week 4,Duo,AV.,Trilogy?,Oceana,29,250,75
Week 4,Duo,enlight?,jaqkartah,Oceana,30,250,75
Week 4,Duo,SvG LilP,?ax,Oceana,31,200,74
Week 4,Duo,Lucid_FN,bitty -,Oceana,32,200,73
Week 4,Duo,Not Minzin,SikHTN,Oceana,33,200,73
Week 4,Duo,RNG mrfresha?ian,Lachy,Oceana,34,200,73
Week 4,Duo,Lynch .,GZ Mustiz,Oceana,35,200,72
Week 4,Duo,Prodigy Breso,Trident Dylan,Oceana,36,200,72
Week 4,Duo,Smeefy.Youtube,Mingovi 23rd,Oceana,37,200,72
Week 4,Duo,numb flower,Milky2K,Oceana,38,200,71
Week 4,Duo,pokimane??? ?,Eshypoo,Oceana,39,200,70
Week 4,Duo,Biocyder,Yung Ruthless,Oceana,40,200,70
Week 4,Duo,Dolf.,?evenn,Oceana,41,150,70
Week 4,Duo,AeroOCE,kayto -,Oceana,42,150,70
Week 4,Duo,Vanner Ghosting,jmy ll,Oceana,43,150,69
Week 4,Duo,Meltzy lost wall,Touchy ?,Oceana,44,150,69
Week 4,Duo,vZmas Broken L2,dingle iwnl,Oceana,45,150,68
Week 4,Duo,Pr?d?pr?ssion,Doolesworth,Oceana,46,150,68
Week 4,Duo,ziv ?,quii side jumps,Oceana,47,150,68
Week 4,Duo,Darq .,TsunamiFN,Oceana,48,150,67
Week 4,Duo,syn on height,?rv,Oceana,49,150,67
Week 4,Duo,m4shd,ShaneBK .,Oceana,50,150,67
Week 4,Duo,BNDT TwoPumpOCE,BNDT Frosty,Oceana,51,100,66
Week 4,Duo,xd Newbatoon,Oddity Jonesy,Oceana,52,100,66
Week 4,Duo,??mp?st,D?MON.,Oceana,53,100,66
Week 4,Duo,Cris?r,Hill?,Oceana,54,100,66
Week 4,Duo,Twitch Wilkco,Lösen CNW,Oceana,55,100,65
Week 4,Duo,deangaz,Inkdominus,Oceana,56,100,65
Week 4,Duo,InFa SoEzz,InFa Saber,Oceana,57,100,65
Week 4,Duo,straf?,F?V ?LID?R,Oceana,58,100,65
Week 4,Duo,RPD_JackO,Twitch oceDEX,Oceana,59,100,65
Week 4,Duo,agbays,GEN Cows,Oceana,60,100,64
Week 4,Duo,Dazzer,??M?Z,Oceana,61,100,64
Week 4,Duo,Twitch Kumoo?,ESO Lazer,Oceana,62,100,64
Week 4,Duo,Bol?,nade steal wall,Oceana,63,100,64
Week 4,Duo,W?dz,Veyzor,Oceana,64,100,64
Week 4,Duo,blood outsider,crip kieren,Oceana,65,100,63
Week 4,Duo,SpinEffects,Mania .,Oceana,66,100,63
Week 4,Duo,Crisis Calm,Barbuxx,Oceana,67,100,62
Week 4,Duo,Natanyo ?,DickCheesee,Oceana,68,100,61
Week 4,Duo,raptah.,1TapS is khara,Oceana,69,100,61
Week 4,Duo,Seleqs,Fluent Lukey,Oceana,70,100,61
Week 4,Duo,TP Jett,Vanner Tuii,Oceana,71,100,60
Week 4,Duo,ThatFinish,Youtube oRNZY,Oceana,72,100,60
Week 4,Duo,Serenn,Tekmarr,Oceana,73,100,60
Week 4,Duo,xStoii,xBaker1,Oceana,74,100,60
Week 4,Duo,AERO Kenzii,Hafty.,Oceana,75,100,59
Week 4,Duo,k?f,glx?,Oceana,76,0,59
Week 4,Duo,Ghostagez,KUY?,Oceana,77,0,58
Week 4,Duo,?etflix GuRa,?etflix xero,Oceana,78,0,58
Week 4,Duo,Braith.,Glor?ousMop,Oceana,79,0,58
Week 4,Duo,FrxserAU,Rubsyy,Oceana,80,0,58
Week 4,Duo,Saxlea,Luchi?,Oceana,81,0,58
Week 4,Duo,dddyyllan,Squeakz 23rd,Oceana,82,0,58
Week 4,Duo,Twitch Rinnyy,delkud ??,Oceana,83,0,58
Week 4,Duo,J?sn,inactive Koku,Oceana,84,0,58
Week 4,Duo,Jak???,Link???,Oceana,85,0,58
Week 4,Duo,Spizza.,V?nk,Oceana,86,0,58
Week 4,Duo,RixzFN,Fluent Sunz,Oceana,87,0,57
Week 4,Duo,flufsi,Zeif is LFO,Oceana,88,0,57
Week 4,Duo,Radical.exe,MistyWatters,Oceana,89,0,57
Week 4,Duo,noodle zzz,casper zzz,Oceana,90,0,57
Week 4,Duo,?ooq,Ozean Ozean,Oceana,91,0,57
Week 4,Duo,hello mel,Cheeezzy.,Oceana,92,0,57
Week 4,Duo,??????,ttv remioce,Oceana,93,0,57
Week 4,Duo,anders,nedyah.,Oceana,94,0,57
Week 4,Duo,Julzy,JMHD01,Oceana,95,0,57
Week 4,Duo,FA Blink,pendragn lol,Oceana,96,0,57
Week 4,Duo,Wotcha.,Death ?,Oceana,97,0,57
Week 4,Duo,tophatspacedog,skriffa,Oceana,98,0,57
Week 4,Duo,clip1s,pyoto,Oceana,99,0,56
Week 4,Duo,Hope?,Athnico,Oceana,100,0,56
Week 6,Duo,vol?,Code Parpy,Oceana,1,2500,159
Week 6,Duo,LGC jahlyn,skyl?,Oceana,2,2250,116
Week 6,Duo,utube worthyy,G?ncho,Oceana,3,2000,113
Week 6,Duo,JAM zoreh,JAM Gheez,Oceana,4,1750,111
Week 6,Duo,twins iwnl,RNG_x2Jes?e,Oceana,5,1500,103
Week 6,Duo,RepulseGod,Psyper,Oceana,6,1250,100
Week 6,Duo,feminist caryion,feminist colt,Oceana,7,875,99
Week 6,Duo,pokimane??? ?,Eshypoo,Oceana,8,625,99
Week 6,Duo,CoverH,MF Twizz,Oceana,9,400,96
Week 6,Duo,twitter sozmann,Cat ?,Oceana,10,350,93
Week 6,Duo,Natanyo ?,Spraz YT,Oceana,11,300,90
Week 6,Duo,Youtube.Kayez,Fla?ko,Oceana,12,300,90
Week 6,Duo,Trell.,m?nt.,Oceana,13,300,89
Week 6,Duo,raptah.,K?q,Oceana,14,300,87
Week 6,Duo,Lucid_FN,bitty -,Oceana,15,300,86
Week 6,Duo,BES Serpennt,BES Hype,Oceana,16,300,81
Week 6,Duo,Ghost Z?rby,Ghost Tr?pped,Oceana,17,300,81
Week 6,Duo,Not Minzin,SikHTN,Oceana,18,300,78
Week 6,Duo,Jak???,Link???,Oceana,19,300,78
Week 6,Duo,yt minkin,YOUTUBE REL,Oceana,20,300,78
Week 6,Duo,RNG Her?hicals,syn?.,Oceana,21,250,77
Week 6,Duo,Cliqahh,Youtube Shaggy,Oceana,22,250,76
Week 6,Duo,Twitch Lapex,Twitch AleccAU,Oceana,23,250,76
Week 6,Duo,vZmas Broken L2,dingle iwnl,Oceana,24,250,76
Week 6,Duo,hello mel,Cheeezzy.,Oceana,25,250,75
Week 6,Duo,Twitch.KronicOCE,xoAzoh,Oceana,26,250,74
Week 6,Duo,Jynx .,shyshyshy .,Oceana,27,250,74
Week 6,Duo,qu?nn,Tyraxe,Oceana,28,250,72
Week 6,Duo,DE?IGOD,?ax,Oceana,29,250,72
Week 6,Duo,tysonjames,TwitchSmitherzz,Oceana,30,250,71
Week 6,Duo,t?c,USER-d811b8eb29b,Oceana,31,200,71
Week 6,Duo,Thradoz,70 fps calz,Oceana,32,200,71
Week 6,Duo,ThatFinish,Youtube oRNZY,Oceana,33,200,70
Week 6,Duo,M1 is thicc,Juzz?,Oceana,34,200,70
Week 6,Duo,spoiling x,delkud ??,Oceana,35,200,70
Week 6,Duo,Lil Lambert,Naan Bread,Oceana,36,200,69
Week 6,Duo,MF Vince,west?,Oceana,37,200,69
Week 6,Duo,lIlIlIlIIlIlIIII,Open7Days,Oceana,38,200,69
Week 6,Duo,Beny?,turps-,Oceana,39,200,68
Week 6,Duo,storm push bin,Movrickz,Oceana,40,200,68
Week 6,Duo,straf?,F?V ?LID?R,Oceana,41,150,67
Week 6,Duo,V?laxies,Trident.Keith,Oceana,42,150,67
Week 6,Duo,AERO Kenzii,Hafty.,Oceana,43,150,66
Week 6,Duo,yung rhino ?,TTV.tba_static,Oceana,44,150,66
Week 6,Duo,dddyyllan,Squeakz 23rd,Oceana,45,150,65
Week 6,Duo,enlight?,jaqkartah,Oceana,46,150,65
Week 6,Duo,Smeefy.Youtube,Mingovi 23rd,Oceana,47,150,65
Week 6,Duo,cash money meaty,s?nergy,Oceana,48,150,65
Week 6,Duo,RPD_JackO,Twitch oceDEX,Oceana,49,150,65
Week 6,Duo,Twitch MythOCE,Twitch StubzZ,Oceana,50,150,65
Week 6,Duo,Flexah_,mabs .,Oceana,51,100,65
Week 6,Duo,vortexxx a munky,likemaj1n,Oceana,52,100,64
Week 6,Duo,xd Newbatoon,Oddity Jonesy,Oceana,53,100,64
Week 6,Duo,Pogui ttv,Youtube Vujcich,Oceana,54,100,64
Week 6,Duo,Kwald.,Fluent Snarky,Oceana,55,100,64
Week 6,Duo,ICON First,Sp??dyND,Oceana,56,100,64
Week 6,Duo,Kites xd,VortexMirko YT,Oceana,57,100,64
Week 6,Duo,clean x,kojos .,Oceana,58,100,63
Week 6,Duo,VelVy.,?aruto,Oceana,59,100,63
Week 6,Duo,,Alpha Laz,Oceana,60,100,62
Week 6,Duo,xhynz 23rd,ICON Coppa,Oceana,61,100,62
Week 6,Duo,SSphinx.,Le0p0ld.,Oceana,62,100,62
Week 6,Duo,YT K-OS_Whytry,K-OS_theory,Oceana,63,100,61
Week 6,Duo,Swerl,FURY Do?,Oceana,64,100,61
Week 6,Duo,MeanLegacy,Torrchi,Oceana,65,100,61
Week 6,Duo,F?en,Si?,Oceana,66,100,61
Week 6,Duo,Stellar Zokur,zonuq.,Oceana,67,100,61
Week 6,Duo,Serenn,Tekmarr,Oceana,68,100,61
Week 6,Duo,OwMar_,JustaClap,Oceana,69,100,61
Week 6,Duo,Twitch Kingmosss,Twitch Kiplang,Oceana,70,100,60
Week 6,Duo,Cris?r,Hill?,Oceana,71,100,60
Week 6,Duo,FURY Naapr,Oddity Hark,Oceana,72,100,60
Week 6,Duo,blood outsider,crip kieren,Oceana,73,100,60
Week 6,Duo,McCream?,m?u,Oceana,74,100,60
Week 6,Duo,tylrr.,UncleAndy.,Oceana,75,100,60
Week 6,Duo,r0n?n,benjixo,Oceana,76,0,60
Week 6,Duo,popinfrezh.ttv,Chanzes,Oceana,77,0,60
Week 6,Duo,DylansGreat,SINC?,Oceana,78,0,59
Week 6,Duo,G?oboz,sl?y?,Oceana,79,0,59
Week 6,Duo,WhiteMarshmallow,SYBiscuit,Oceana,80,0,59
Week 6,Duo,AfgKnight1108,Gay-magician,Oceana,81,0,59
Week 6,Duo,Wi||,?traafe,Oceana,82,0,59
Week 6,Duo,?rch has herpes?,JAM Rhino,Oceana,83,0,59
Week 6,Duo,Choke,clap spams L2.,Oceana,84,0,59
Week 6,Duo,Ghostagez,KUY?,Oceana,85,0,59
Week 6,Duo,H?ktic,Ando ?,Oceana,86,0,58
Week 6,Duo,D?mi,monarchyfn,Oceana,87,0,58
Week 6,Duo,freakev,leemo XII,Oceana,88,0,58
Week 6,Duo,c0rbzan,Synthss,Oceana,89,0,58
Week 6,Duo,Jace XV,TommyOC3,Oceana,90,0,58
Week 6,Duo,BNDT zyn,BNDT celdom,Oceana,91,0,58
Week 6,Duo,TwitchJordyx3,Chief Radius,Oceana,92,0,58
Week 6,Duo,Expert b1ake ?,YT Hopefor,Oceana,93,0,58
Week 6,Duo,Twitch oZvex,use code muzzy,Oceana,94,0,58
Week 6,Duo,Rushed?,stepbro goatt,Oceana,95,0,58
Week 6,Duo,Y.E.H,Prais?.,Oceana,96,0,58
Week 6,Duo,Twitch Sorif,Raaq?,Oceana,97,0,57
Week 6,Duo,YuZon,FRONT Immerse,Oceana,98,0,57
Week 6,Duo,RixzFN,Fluent Sunz,Oceana,99,0,57
Week 6,Duo,agbays,GEN Cows,Oceana,100,0,57
Week 1,Solo,TOP_FaxFox iwnl,,Asia,1,3000,86
Week 1,Solo,KGA SexyBoy,,Asia,2,2500,79
Week 1,Solo,T1 Medusa iwnl,,Asia,3,2250,72
Week 1,Solo,GE_fa1zzy,,Asia,4,2000,71
Week 1,Solo,TAKAMURAMM iwnl,,Asia,5,1750,71
Week 1,Solo,Meta SinOoh,,Asia,6,1500,66
Week 1,Solo,5??????,,Asia,7,1250,65
Week 1,Solo,BRZ_sougaming,,Asia,8,1000,65
Week 1,Solo,GE_Swillium,,Asia,9,800,64
Week 1,Solo,CR.bell iwnl,,Asia,10,600,63
Week 1,Solo,TOP_Aimhero_o,,Asia,11,500,63
Week 1,Solo,BG Kurara,,Asia,12,500,62
Week 1,Solo,Sunfloweboy,,Asia,13,500,62
Week 1,Solo,SV_peach.CN,,Asia,14,500,60
Week 1,Solo,TOP_Ming,,Asia,15,500,59
Week 1,Solo,blibli?????,,Asia,16,500,59
Week 1,Solo,4RaiF_Tonbo,,Asia,17,500,58
Week 1,Solo,New Gaymer,,Asia,18,500,57
Week 1,Solo,AlterEgo Feezle,,Asia,19,500,57
Week 1,Solo,KGA backho,,Asia,20,500,57
Week 1,Solo,AlterEgo.nomfu,,Asia,21,400,57
Week 1,Solo,TOP_Banny iwnl,,Asia,22,400,56
Week 1,Solo,BG Mayo,,Asia,23,400,56
Week 1,Solo,RVG_YAMAKIN,,Asia,24,400,56
Week 1,Solo,Newbee_WenQian,,Asia,25,400,55
Week 1,Solo,C9_Duty,,Asia,26,400,55
Week 1,Solo,CPA_Horde,,Asia,27,400,54
Week 1,Solo,Newbee_xMende,,Asia,28,400,54
Week 1,Solo,Roguek1,,Asia,29,400,54
Week 1,Solo,Meta Hood.J,,Asia,30,400,54
Week 1,Solo,TriggerQQ Flame,,Asia,31,300,54
Week 1,Solo,HN-Tempura,,Asia,32,300,54
Week 1,Solo,GE_milfy1,,Asia,33,300,54
Week 1,Solo,CR.Toppy1220,,Asia,34,300,54
Week 1,Solo,Riddle Nisidera,,Asia,35,300,53
Week 1,Solo,SV_Hootin.CN,,Asia,36,300,52
Week 1,Solo,Hari.x,,Asia,37,300,52
Week 1,Solo,WGS_HOON,,Asia,38,300,52
Week 1,Solo,T1 Arius iwnl,,Asia,39,300,52
Week 1,Solo,CR.Daruma,,Asia,40,300,52
Week 1,Solo,BlossoM Seongho,,Asia,41,200,52
Week 1,Solo,TriggerQQ Shadow,,Asia,42,200,51
Week 1,Solo,???????,,Asia,43,200,51
Week 1,Solo,BB FUKA,,Asia,44,200,51
Week 1,Solo,Ortensia Minty,,Asia,45,200,50
Week 1,Solo,CR.UyuRiru,,Asia,46,200,50
Week 1,Solo,DTN Nasubi,,Asia,47,200,50
Week 1,Solo,Twitch_Kyuhan,,Asia,48,200,50
Week 1,Solo,CP_Cursive,,Asia,49,200,49
Week 1,Solo,Astra_??,,Asia,50,200,49
Week 1,Solo,????????,,Asia,51,175,49
Week 1,Solo,525KR,,Asia,52,175,49
Week 1,Solo,Meta Peterpan,,Asia,53,175,48
Week 1,Solo,YouTube_? Uru,,Asia,54,175,48
Week 1,Solo,BlossoM Tsunami,,Asia,55,175,48
Week 1,Solo,Rein is Ac,,Asia,56,175,47
Week 1,Solo,RSG Invoke,,Asia,57,175,47
Week 1,Solo,HN-Fuxz,,Asia,58,175,47
Week 1,Solo,HN-KG,,Asia,59,175,47
Week 1,Solo,er_jh,,Asia,60,175,47
Week 1,Solo,RRQ Hero Kappa,,Asia,61,175,46
Week 1,Solo,GE_Zuko,,Asia,62,175,46
Week 1,Solo,ANBU.Howl,,Asia,63,175,46
Week 1,Solo,SCARZ MuGI,,Asia,64,175,46
Week 1,Solo,CA.karakina,,Asia,65,175,46
Week 1,Solo,x?qRphWWWWWWWWWW,,Asia,66,175,46
Week 1,Solo,??????????,,Asia,67,175,46
Week 1,Solo,KING Sexyboy,,Asia,68,175,46
Week 1,Solo,USER-8ab2fecbd8d,,Asia,69,175,46
Week 1,Solo,Vanddochi,,Asia,70,175,46
Week 1,Solo,irohaNiho,,Asia,71,175,46
Week 1,Solo,4Time ov?rStun,,Asia,72,175,46
Week 1,Solo,cherwei,,Asia,73,175,45
Week 1,Solo,14 Albedo,,Asia,74,175,45
Week 1,Solo,ANBU.Kibo,,Asia,75,175,45
Week 1,Solo,Mnski A6ed,,Asia,76,150,45
Week 1,Solo,TriggerQQ Uniq,,Asia,77,150,44
Week 1,Solo,FL.Spirit,,Asia,78,150,44
Week 1,Solo,AlterEgo.Mev,,Asia,79,150,44
Week 1,Solo,CP_Physecks,,Asia,80,150,44
Week 1,Solo,AbyChaso,,Asia,81,150,44
Week 1,Solo,?????,,Asia,82,150,44
Week 1,Solo,IMP WarOGod,,Asia,83,150,43
Week 1,Solo,TOP_Puzz,,Asia,84,150,43
Week 1,Solo,ttv JustMeKev.,,Asia,85,150,43
Week 1,Solo,WC Helga,,Asia,86,150,43
Week 1,Solo,Tenseki??,,Asia,87,150,43
Week 1,Solo,drumgunuser12345,,Asia,88,150,43
Week 1,Solo,Its Zepher,,Asia,89,150,43
Week 1,Solo,Mother??,,Asia,90,150,43
Week 1,Solo,AlterEgo.KLOPZ,,Asia,91,150,43
Week 1,Solo,ANBU.Cabbage,,Asia,92,150,43
Week 1,Solo,???????????,,Asia,93,150,42
Week 1,Solo,S.???,,Asia,94,150,42
Week 1,Solo,EVOS.Qbo,,Asia,95,150,42
Week 1,Solo,iNTRO-o-,,Asia,96,150,42
Week 1,Solo,Violet Dizarl,,Asia,97,150,42
Week 1,Solo,???????? ??????,,Asia,98,150,42
Week 1,Solo,twitch.leyyner,,Asia,99,150,41
Week 1,Solo,MisterClan T,,Asia,100,150,41
Week 3,Solo,TOP_Banny iwnl,,Asia,1,3000,102
Week 3,Solo,TAKAMURAMM iwnl,,Asia,2,2500,85
Week 3,Solo,CR.RizArt_o iwnl,,Asia,3,2250,81
Week 3,Solo,U s e r T,,Asia,4,2000,75
Week 3,Solo,SV_peach.CN,,Asia,5,1750,72
Week 3,Solo,Riddle Bob ?,,Asia,6,1500,72
Week 3,Solo,Meta Peterpan,,Asia,7,1250,70
Week 3,Solo,KGA SexyBoy,,Asia,8,1000,70
Week 3,Solo,Meta Hood.J,,Asia,9,800,69
Week 3,Solo,Shin gwan,,Asia,10,600,66
Week 3,Solo,Newbee_xMende,,Asia,11,500,66
Week 3,Solo,??????,,Asia,12,500,65
Week 3,Solo,New Gaymer,,Asia,13,500,64
Week 3,Solo,GE_Paengdol,,Asia,14,500,64
Week 3,Solo,kawaii Qjac,,Asia,15,500,64
Week 3,Solo,NewbeeXXM,,Asia,16,500,62
Week 3,Solo,Ace1 Mind C,,Asia,17,500,61
Week 3,Solo,?????????? ?,,Asia,18,500,59
Week 3,Solo,Liberta ?????,,Asia,19,500,59
Week 3,Solo,????????,,Asia,20,500,58
Week 3,Solo,MaggyFN,,Asia,21,400,57
Week 3,Solo,4RaiF_Nagomin,,Asia,22,400,56
Week 3,Solo,C9_Duty,,Asia,23,400,56
Week 3,Solo,T1 Quickss,,Asia,24,400,55
Week 3,Solo,Meta Spidermon,,Asia,25,400,55
Week 3,Solo,CR.Arisakaaa,,Asia,26,400,55
Week 3,Solo,RVG_YAMAKIN,,Asia,27,400,54
Week 3,Solo,ZENITH IS TINPO,,Asia,28,400,53
Week 3,Solo,SCARZ KilluA,,Asia,29,400,53
Week 3,Solo,????,,Asia,30,400,53
Week 3,Solo,Weibo_Aduo.CN,,Asia,31,300,53
Week 3,Solo,CR.UyuRiru,,Asia,32,300,53
Week 3,Solo,ANBU.Howl,,Asia,33,300,52
Week 3,Solo,Riddle Nisidera,,Asia,34,300,52
Week 3,Solo,BB.CRL,,Asia,35,300,52
Week 3,Solo,IMP Sanctier,,Asia,36,300,52
Week 3,Solo,GL_Shiras,,Asia,37,300,52
Week 3,Solo,ORANGE.Allude,,Asia,38,300,51
Week 3,Solo,Weibo_Easy.CN,,Asia,39,300,51
Week 3,Solo,T1 Arius iwnl,,Asia,40,300,51
Week 3,Solo,Lx1 Konoh4,,Asia,41,200,51
Week 3,Solo,4RaiF_Tonbo,,Asia,42,200,51
Week 3,Solo,Use Code Kurse,,Asia,43,200,51
Week 3,Solo,RVG_Alented iwnl,,Asia,44,200,50
Week 3,Solo,4RaiF_GoRou,,Asia,45,200,50
Week 3,Solo,Meta SinOoh,,Asia,46,200,50
Week 3,Solo,GL_bykn,,Asia,47,200,50
Week 3,Solo,KING Sexyboy,,Asia,48,200,50
Week 3,Solo,Rz.ChocoLove,,Asia,49,200,50
Week 3,Solo,Evolve peNTa,,Asia,50,200,49
Week 3,Solo,Meta Envy,,Asia,51,175,49
Week 3,Solo,SV_Gangsta.CN,,Asia,52,175,49
Week 3,Solo,GE_Swillium,,Asia,53,175,49
Week 3,Solo,Riddle Maufin ?,,Asia,54,175,49
Week 3,Solo,KING-Velody1,,Asia,55,175,49
Week 3,Solo,Youtube_?????,,Asia,56,175,49
Week 3,Solo,TriggerQQ Flame,,Asia,57,175,49
Week 3,Solo,Twitch_Kyuhan,,Asia,58,175,48
Week 3,Solo,4Time_VegaS,,Asia,59,175,48
Week 3,Solo,DUALSHOCK4,,Asia,60,175,48
Week 3,Solo,AGS Joniel,,Asia,61,175,48
Week 3,Solo,Riddle Aiz,,Asia,62,175,48
Week 3,Solo,4RaiF_min10ns,,Asia,63,175,48
Week 3,Solo,rash -_-,,Asia,64,175,48
Week 3,Solo,GW_Nephrite,,Asia,65,175,48
Week 3,Solo,AlterEgo Feezle,,Asia,66,175,48
Week 3,Solo,KINGzzzzx,,Asia,67,175,48
Week 3,Solo,M_Hungry,,Asia,68,175,48
Week 3,Solo,????,,Asia,69,175,47
Week 3,Solo,JET Shironeko,,Asia,70,175,47
Week 3,Solo,SV_Gtea.CN,,Asia,71,175,47
Week 3,Solo,Rz.Bombclown,,Asia,72,175,47
Week 3,Solo,RIKI zzz,,Asia,73,175,47
Week 3,Solo,HN-Dom,,Asia,74,175,47
Week 3,Solo,Roguek1,,Asia,75,175,47
Week 3,Solo,TOP_FaxFox iwnl,,Asia,76,150,47
Week 3,Solo,won btw,,Asia,77,150,47
Week 3,Solo,ASEL_mangsaeng,,Asia,78,150,47
Week 3,Solo,I am TienND,,Asia,79,150,47
Week 3,Solo,S.Mikoya,,Asia,80,150,47
Week 3,Solo,UR_UyuRiru,,Asia,81,150,47
Week 3,Solo,DTN Nasubi,,Asia,82,150,46
Week 3,Solo,SqeR ????,,Asia,83,150,46
Week 3,Solo,CP_Cursive,,Asia,84,150,46
Week 3,Solo,WGS_HOON,,Asia,85,150,46
Week 3,Solo,GE_Zuko,,Asia,86,150,45
Week 3,Solo,GE_fa1zzy,,Asia,87,150,45
Week 3,Solo,CR.Scarlet iwnl,,Asia,88,150,45
Week 3,Solo,?që? Reƒret,,Asia,89,150,45
Week 3,Solo,??????????,,Asia,90,150,45
Week 3,Solo,zakoheishi,,Asia,91,150,45
Week 3,Solo,Rz MrtakoM,,Asia,92,150,44
Week 3,Solo,Pacify RaymarkPH,,Asia,93,150,44
Week 3,Solo,RSG Hatella,,Asia,94,150,44
Week 3,Solo,Goodbye smile gg,,Asia,95,150,44
Week 3,Solo,????jp,,Asia,96,150,44
Week 3,Solo,TOP_include,,Asia,97,150,44
Week 3,Solo,WorldCup98??????,,Asia,98,150,44
Week 3,Solo,BlossoM Tsunami,,Asia,99,150,44
Week 3,Solo,??Ca???????,,Asia,100,150,44
Week 5,Solo,Meta Peterpan,,Asia,1,3000,89
Week 5,Solo,GE_milfy1,,Asia,2,2500,84
Week 5,Solo,NewbeeXXM,,Asia,3,2250,83
Week 5,Solo,KGA SexyBoy,,Asia,4,2000,81
Week 5,Solo,Meta SinOoh,,Asia,5,1750,79
Week 5,Solo,Rz.??,,Asia,6,1500,70
Week 5,Solo,WGS_Sopra,,Asia,7,1250,68
Week 5,Solo,Newbee_WenQian,,Asia,8,1000,67
Week 5,Solo,SV_peach.CN,,Asia,9,800,67
Week 5,Solo,Ortensia Minty,,Asia,10,600,67
Week 5,Solo,Overlordism,,Asia,11,500,66
Week 5,Solo,T1 Quickss,,Asia,12,500,66
Week 5,Solo,GE_Swillium,,Asia,13,500,65
Week 5,Solo,TAKAMURAMM iwnl,,Asia,14,500,65
Week 5,Solo,????????,,Asia,15,500,65
Week 5,Solo,Riddle Maufin ?,,Asia,16,500,65
Week 5,Solo,Riddle Bob ?,,Asia,17,500,64
Week 5,Solo,Twitch_Kyuhan,,Asia,18,500,64
Week 5,Solo,CR.Toppy1220,,Asia,19,500,62
Week 5,Solo,Secret_Mongbural,,Asia,20,500,61
Week 5,Solo,AlterEgo.nomfu,,Asia,21,400,60
Week 5,Solo,U s e r A,,Asia,22,400,60
Week 5,Solo,RRQ Hero Kappa,,Asia,23,400,59
Week 5,Solo,MJF ??????,,Asia,24,400,58
Week 5,Solo,KGA backho,,Asia,25,400,58
Week 5,Solo,Ac.TayTay??,,Asia,26,400,57
Week 5,Solo,MisterClan S,,Asia,27,400,57
Week 5,Solo,Sunfloweboy,,Asia,28,400,56
Week 5,Solo,GL_GULICK,,Asia,29,400,56
Week 5,Solo,King.Sone,,Asia,30,400,56
Week 5,Solo,???? ???,,Asia,31,300,55
Week 5,Solo,Weibo_PangZi.CN,,Asia,32,300,55
Week 5,Solo,Riddle Lexqss,,Asia,33,300,55
Week 5,Solo,TOP_FaxFox iwnl,,Asia,34,300,54
Week 5,Solo,GE_Paengdol,,Asia,35,300,54
Week 5,Solo,x?qRphWWWWWWWWWW,,Asia,36,300,54
Week 5,Solo,Atlantis meatbol,,Asia,37,300,54
Week 5,Solo,AT.Hinatarou,,Asia,38,300,54
Week 5,Solo,? Miv4t,,Asia,39,300,53
Week 5,Solo,Liberta ????,,Asia,40,300,53
Week 5,Solo,GE_Scout,,Asia,41,200,53
Week 5,Solo,MAXTILL BoKyu,,Asia,42,200,53
Week 5,Solo,Phate-o-,,Asia,43,200,53
Week 5,Solo,RTG Kou,,Asia,44,200,52
Week 5,Solo,GE_fa1zzy,,Asia,45,200,52
Week 5,Solo,Newbee_xMende,,Asia,46,200,51
Week 5,Solo,NL.SeeLe,,Asia,47,200,51
Week 5,Solo,CR.VanilLa,,Asia,48,200,51
Week 5,Solo,hisoooo,,Asia,49,200,51
Week 5,Solo,RTG Gash,,Asia,50,200,50
Week 5,Solo,Col_Akairo YT,,Asia,51,175,50
Week 5,Solo,CR.UyuRiru,,Asia,52,175,50
Week 5,Solo,4RaiF_Tonbo,,Asia,53,175,50
Week 5,Solo,Psyduck-,,Asia,54,175,50
Week 5,Solo,sad boy ted,,Asia,55,175,50
Week 5,Solo,TOP_Aimhero_o,,Asia,56,175,50
Week 5,Solo,BG Kurara,,Asia,57,175,50
Week 5,Solo,Melon_o,,Asia,58,175,49
Week 5,Solo,RVG_YAMAKIN,,Asia,59,175,49
Week 5,Solo,Weibo_ShenLan.CN,,Asia,60,175,49
Week 5,Solo,KING-Velody1,,Asia,61,175,49
Week 5,Solo,SqeR ????,,Asia,62,175,49
Week 5,Solo,??????,,Asia,63,175,49
Week 5,Solo,Chipson.,,Asia,64,175,48
Week 5,Solo,S.Mikoya,,Asia,65,175,48
Week 5,Solo,CL.?????,,Asia,66,175,48
Week 5,Solo,horahora?? ?? ??,,Asia,67,175,48
