week,soloWeek,duoWeek,soloOrDuo,player,region,rank,payout,points,wins,elims,placementPoints,earnedQualification
Week 5,0,0,Solo,xown iwnl-,Brazil,20,500,59,1,25,34,0
Week 5,0,0,Solo,SMAW Lookz,Brazil,21,400,58,0,27,31,0
Week 5,0,0,Solo,Pulgaboyola,Brazil,22,400,57,2,29,28,0
Week 5,0,0,Solo,KLG Zenxit,Brazil,23,400,57,2,27,30,0
Week 5,0,0,Solo,PG Jodas,Brazil,24,400,57,1,23,34,0
Week 5,0,0,Solo,mst is mst,Brazil,25,400,57,1,18,39,0
Week 5,0,0,Solo,prоpi,Brazil,26,400,56,1,33,23,0
Week 5,0,0,Solo,ElMask電,Brazil,27,400,56,1,19,37,0
Week 5,0,0,Solo,criticaL Sanku,Brazil,28,400,56,0,22,34,0
Week 5,0,0,Solo,EZezinN.,Brazil,29,400,55,2,18,37,0
Week 5,0,0,Solo,BadLuck TommyMDQ,Brazil,30,400,55,0,30,25,0
Week 5,0,0,Solo,Zappa iwnl-,Brazil,31,300,54,1,25,29,0
Week 5,0,0,Solo,KallutoCON3,Brazil,32,300,54,1,21,33,0
Week 5,0,0,Solo,AE l Meguita,Brazil,33,300,54,0,21,33,0
Week 5,0,0,Solo,loqqtyboy,Brazil,34,300,54,0,21,33,0
Week 5,0,0,Solo,spiderмon,Brazil,35,300,53,1,23,30,0
Week 5,0,0,Solo,TM SebhitaxZ,Brazil,36,300,53,0,23,30,0
Week 5,0,0,Solo,,Brazil,37,300,52,2,25,27,0
Week 5,0,0,Solo,DraX 3zeQ-,Brazil,38,300,52,1,13,39,0
Week 5,0,0,Solo,CODE leleo,Brazil,39,300,52,0,30,22,0
Week 5,0,0,Solo,AE l Exterminia,Brazil,40,300,52,0,24,28,0
Week 5,0,0,Solo,Guilha qDizes nè,Brazil,41,200,52,0,20,32,0
Week 5,0,0,Solo,ISG Gaunelis,Brazil,42,200,51,2,16,35,0
Week 5,0,0,Solo,millionaire bz,Brazil,43,200,51,1,33,18,0
Week 5,0,0,Solo,SaiinT-,Brazil,44,200,51,0,21,30,0
Week 5,0,0,Solo,SONi UwU,Brazil,45,200,51,0,19,32,0
Week 5,0,0,Solo,RED ZecaPiranha,Brazil,46,200,51,0,20,31,0
Week 5,0,0,Solo,WCK Erni,Brazil,47,200,51,0,19,32,0
Week 5,0,0,Solo,TGG SoldierRXRX,Brazil,48,200,50,1,24,26,0
Week 5,0,0,Solo,GDDF redlee,Brazil,49,200,50,1,20,30,0
Week 5,0,0,Solo,loIo5,Brazil,50,200,50,1,15,35,0
Week 5,0,0,Solo,OXEY Tomi204,Brazil,51,175,50,1,16,34,0
Week 5,0,0,Solo,Steayøn,Brazil,52,175,50,1,15,35,0
Week 5,0,0,Solo,QUASAR Luanzera,Brazil,53,175,50,0,21,29,0
Week 5,0,0,Solo,Lockhead miNNN,Brazil,54,175,50,0,20,30,0
Week 5,0,0,Solo,Riquelmee,Brazil,55,175,49,2,21,28,0
Week 5,0,0,Solo,41 is unbeatable,Brazil,56,175,49,1,12,37,0
Week 5,0,0,Solo,Ng3 - Lurkeerr,Brazil,57,175,49,0,31,18,0
Week 5,0,0,Solo,Twitch troyya,Brazil,58,175,49,0,23,26,0
Week 5,0,0,Solo,gbL xd,Brazil,59,175,49,0,20,29,0
Week 5,0,0,Solo,DaccNoventa,Brazil,60,175,49,0,13,36,0
Week 5,0,0,Solo,Barboysa Lee,Brazil,61,175,48,1,26,22,0
Week 5,0,0,Solo,wkey SkillƧ,Brazil,62,175,48,1,25,23,0
Week 5,0,0,Solo,W7M Bot Alpha,Brazil,63,175,48,1,23,25,0
Week 5,0,0,Solo,Abacatinho ツ,Brazil,64,175,48,1,11,37,0
Week 5,0,0,Solo,MIRKOBØY,Brazil,65,175,48,0,17,31,0
Week 5,0,0,Solo,VALEΝTINA,Brazil,66,175,48,0,16,32,0
Week 5,0,0,Solo,Twitch_ℛメuメ,Brazil,67,175,47,0,21,26,0
Week 5,0,0,Solo,ИewwWdlç ت,Brazil,68,175,47,0,19,28,0
Week 5,0,0,Solo,Whit3ZAO -,Brazil,69,175,47,0,15,32,0
Week 5,0,0,Solo,wkey Fabrøsbøy,Brazil,70,175,46,1,19,27,0
Week 5,0,0,Solo,Frаns,Brazil,71,175,46,1,18,28,0
Week 5,0,0,Solo,OXEY SrMaTi,Brazil,72,175,46,1,18,28,0
Week 5,0,0,Solo,DC neon ッ,Brazil,73,175,46,1,18,28,0
Week 5,0,0,Solo,AGØ zqull,Brazil,74,175,46,1,16,30,0
Week 5,0,0,Solo,Fuz1on L2,Brazil,75,175,46,0,27,19,0
Week 5,0,0,Solo,Soy gatise,Brazil,76,150,46,0,25,21,0
Week 5,0,0,Solo,luxzeraa,Brazil,77,150,46,0,23,23,0
Week 5,0,0,Solo,giio.sz,Brazil,78,150,45,1,25,20,0
Week 5,0,0,Solo,GusTavox8,Brazil,79,150,45,1,23,22,0
Week 5,0,0,Solo,im too lucky bro,Brazil,80,150,45,1,22,23,0
Week 5,0,0,Solo,llm lucky,Brazil,81,150,45,1,19,26,0
Week 5,0,0,Solo,kar1cz,Brazil,82,150,45,1,19,26,0
Week 5,0,0,Solo,WuTaaang,Brazil,83,150,45,1,15,30,0
Week 5,0,0,Solo,Lockhead Tacser,Brazil,84,150,45,1,15,30,0
Week 5,0,0,Solo,TATIC spacy,Brazil,85,150,45,0,35,10,0
Week 5,0,0,Solo,sh4dow iwnl,Brazil,86,150,45,0,23,22,0
Week 5,0,0,Solo,towsky papuuuu,Brazil,87,150,45,0,17,28,0
Week 5,0,0,Solo,Sugarcito75329,Brazil,88,150,44,2,17,27,0
Week 5,0,0,Solo,FelipersaNYC,Brazil,89,150,44,1,21,23,0
Week 5,0,0,Solo,9z Leobas,Brazil,90,150,44,1,21,23,0
Week 5,0,0,Solo,ᴠᴛx ᴀᴄᴇᴇʟツ,Brazil,91,150,44,1,15,29,0
Week 5,0,0,Solo,ad1K1Ng,Brazil,92,150,44,0,24,20,0
Week 5,0,0,Solo,ClassyCat.,Brazil,93,150,44,0,22,22,0
Week 5,0,0,Solo,SINS Nahue btw-,Brazil,94,150,44,0,21,23,0
Week 5,0,0,Solo,bootleg tinc-,Brazil,95,150,44,0,19,25,0
Week 5,0,0,Solo,gusty iwnl,Brazil,96,150,44,0,18,26,0
Week 5,0,0,Solo,FX CICCA iwnl-,Brazil,97,150,44,0,17,27,0
Week 5,0,0,Solo,Afrokz1-.SaYan,Brazil,98,150,44,0,12,32,0
Week 5,0,0,Solo,тhzin,Brazil,99,150,43,1,26,17,0
Week 5,0,0,Solo,ativik,Brazil,100,150,43,1,22,21,0
Week 7,7,0,Solo,CODE NICKSSS,Brazil,1,3000,96,2,61,35,1
Week 7,7,0,Solo,9z kıng,Brazil,2,2500,85,2,41,44,1
Week 7,0,0,Solo,9z Leobas,Brazil,3,2250,84,2,35,49,0
Week 7,0,0,Solo,estevin46,Brazil,4,2000,76,1,30,46,0
Week 7,0,0,Solo,wisheydp,Brazil,5,1750,74,2,40,34,0
Week 7,0,0,Solo,9z Twayko,Brazil,6,1500,72,0,36,36,0
Week 7,0,0,Solo,9z Lagarto,Brazil,7,1250,66,2,38,28,0
Week 7,0,0,Solo,Pulgaboyola,Brazil,8,1000,66,1,36,30,0
Week 7,0,0,Solo,dyfsssj,Brazil,9,800,65,1,34,31,0
Week 7,0,0,Solo,Ng3 - Lurkeerr,Brazil,10,600,65,1,28,37,0
Week 7,0,0,Solo,CODE AimCTV,Brazil,11,500,64,1,37,27,0
Week 7,0,0,Solo,ИothingNoname,Brazil,12,500,64,1,40,24,0
Week 7,0,0,Solo,kurтz,Brazil,13,500,64,1,37,27,0
Week 7,0,0,Solo,Twitch FebasSZ,Brazil,14,500,62,2,37,25,0
Week 7,0,0,Solo,Riquelmee,Brazil,15,500,61,2,28,33,0
Week 7,0,0,Solo,41 is unbeatable,Brazil,16,500,59,2,14,45,0
Week 7,0,0,Solo,9z santidead,Brazil,17,500,58,2,27,31,0
Week 7,0,0,Solo,ktz iwnl,Brazil,18,500,58,0,28,30,0
Week 7,0,0,Solo,TwitchEsTani,Brazil,19,500,58,0,26,32,0
Week 7,0,0,Solo,CODE FAKKZ,Brazil,20,500,57,0,30,27,0
Week 7,0,0,Solo,QUASAR Losted,Brazil,21,400,56,1,26,30,0
Week 7,0,0,Solo,dk iwnl,Brazil,22,400,55,1,35,20,0
Week 7,0,0,Solo,QUASAR Devest_c,Brazil,23,400,55,1,29,26,0
Week 7,0,0,Solo,Lasers is bad,Brazil,24,400,53,2,25,28,0
Week 7,0,0,Solo,Siingülarity.-,Brazil,25,400,53,1,15,38,0
Week 7,0,0,Solo,IDK Duduh,Brazil,26,400,53,1,18,35,0
Week 7,0,0,Solo,Andreoli-,Brazil,27,400,53,1,14,39,0
Week 7,0,0,Solo,sevicci iwnl,Brazil,28,400,52,1,26,26,0
Week 7,0,0,Solo,OXEY Tade,Brazil,29,400,52,1,23,29,0
Week 7,0,0,Solo,Doopply,Brazil,30,400,52,1,13,39,0
Week 7,0,0,Solo,GDDF redlee,Brazil,31,300,52,0,23,29,0
Week 7,0,0,Solo,a dos g germán,Brazil,32,300,52,0,20,32,0
Week 7,0,0,Solo,queijou,Brazil,33,300,51,1,28,23,0
Week 7,0,0,Solo,GF Softe,Brazil,34,300,51,1,31,20,0
Week 7,0,0,Solo,Apenas Mastersan,Brazil,35,300,51,1,23,28,0
Week 7,0,0,Solo,TTV.Phzinxdd,Brazil,36,300,51,1,21,30,0
Week 7,0,0,Solo,OnLy K-I-N-G,Brazil,37,300,51,0,32,19,0
Week 7,0,0,Solo,Lockhead miNNN,Brazil,38,300,51,0,21,30,0
Week 7,0,0,Solo,t0nycrf,Brazil,39,300,51,0,29,22,0
Week 7,0,0,Solo,CODE leleo,Brazil,40,300,51,0,26,25,0
Week 7,0,0,Solo,WPG Alveezera,Brazil,41,200,51,0,24,27,0
Week 7,0,0,Solo,Clipnode,Brazil,42,200,50,2,22,28,0
Week 7,0,0,Solo,Binho Ω,Brazil,43,200,50,2,22,28,0
Week 7,0,0,Solo,TTV Twist4,Brazil,44,200,50,1,20,30,0
Week 7,0,0,Solo,Ed a maaaaquina,Brazil,45,200,49,1,26,23,0
Week 7,0,0,Solo,gtN 144hz,Brazil,46,200,49,0,21,28,0
Week 7,0,0,Solo,dated by dte,Brazil,47,200,49,0,22,27,0
Week 7,0,0,Solo,ISG S6nti jjasj,Brazil,48,200,49,0,14,35,0
Week 7,0,0,Solo,Sugatt TV,Brazil,49,200,48,1,23,25,0
Week 7,0,0,Solo,Matilesca iwnl-,Brazil,50,200,48,1,20,28,0
Week 7,0,0,Solo,AGØ zqull,Brazil,51,175,48,1,18,30,0
Week 7,0,0,Solo,HAHAHAHAHAHAj,Brazil,52,175,48,1,15,33,0
Week 7,0,0,Solo,WPG Kzn,Brazil,53,175,48,0,14,34,0
Week 7,0,0,Solo,KLG Zenxit,Brazil,54,175,47,1,20,27,0
Week 7,0,0,Solo,WCK Francholigan,Brazil,55,175,47,1,20,27,0
Week 7,0,0,Solo,OLR LikeAzir,Brazil,56,175,47,1,17,30,0
Week 7,0,0,Solo,GDDF sushy,Brazil,57,175,47,1,13,34,0
Week 7,0,0,Solo,SINS Nahue btw-,Brazil,58,175,47,0,27,20,0
Week 7,0,0,Solo,Hi im Büzzy,Brazil,59,175,47,0,26,21,0
Week 7,0,0,Solo,Gordefishy,Brazil,60,175,47,0,25,22,0
Week 7,0,0,Solo,WCK Onesuch,Brazil,61,175,47,0,19,28,0
Week 7,0,0,Solo,Cadu Spams L2,Brazil,62,175,47,0,18,29,0
Week 7,0,0,Solo,Youtube.ProoFaaY,Brazil,63,175,47,0,11,36,0
Week 7,0,0,Solo,pfzin,Brazil,64,175,46,1,28,18,0
Week 7,0,0,Solo,cоca,Brazil,65,175,46,1,22,24,0
Week 7,0,0,Solo,SMAW Lookz,Brazil,66,175,46,1,22,24,0
Week 7,0,0,Solo,K B R BAD,Brazil,67,175,46,1,19,27,0
Week 7,0,0,Solo,Filipeвoy,Brazil,68,175,46,1,21,25,0
Week 7,0,0,Solo,VALEΝTINA,Brazil,69,175,46,1,16,30,0
Week 7,0,0,Solo,Isurus Untouch,Brazil,70,175,46,0,19,27,0
Week 7,0,0,Solo,Kezuy,Brazil,71,175,46,0,17,29,0
Week 7,0,0,Solo,huguinnhou,Brazil,72,175,45,1,16,29,0
Week 7,0,0,Solo,ez 4 blackoutz,Brazil,73,175,45,0,32,13,0
Week 7,0,0,Solo,TwitchTv Ebeck,Brazil,74,175,45,0,10,35,0
Week 7,0,0,Solo,иyth Beatsburn,Brazil,75,175,44,2,16,28,0
Week 7,0,0,Solo,G.V. sheco,Brazil,76,150,44,1,26,18,0
Week 7,0,0,Solo,VyKings Eroz,Brazil,77,150,44,1,19,25,0
Week 7,0,0,Solo,Lockhead Tacser,Brazil,78,150,44,1,22,22,0
Week 7,0,0,Solo,A2G NotDario,Brazil,79,150,44,1,19,25,0
Week 7,0,0,Solo,soniizin,Brazil,80,150,44,1,13,31,0
Week 7,0,0,Solo,Soy gatise,Brazil,81,150,44,0,23,21,0
Week 7,0,0,Solo,retake iwnl-,Brazil,82,150,44,0,23,21,0
Week 7,0,0,Solo,SI CODIGO CHIGUA,Brazil,83,150,44,0,17,27,0
Week 7,0,0,Solo,dekomeister,Brazil,84,150,44,0,16,28,0
Week 7,0,0,Solo,AE l Ghost,Brazil,85,150,44,0,17,27,0
Week 7,0,0,Solo,xown iwnl-,Brazil,86,150,43,1,23,20,0
Week 7,0,0,Solo,VTX R1zzi,Brazil,87,150,43,1,18,25,0
Week 7,0,0,Solo,IDK BrYANN,Brazil,88,150,43,1,17,26,0
Week 7,0,0,Solo,Fx franzez,Brazil,89,150,43,1,16,27,0
Week 7,0,0,Solo,DRG VIVA CHILE,Brazil,90,150,43,1,13,30,0
Week 7,0,0,Solo,TM Seth1,Brazil,91,150,43,1,13,30,0
Week 7,0,0,Solo,code modestin,Brazil,92,150,43,0,23,20,0
Week 7,0,0,Solo,PG Jodas,Brazil,93,150,43,0,20,23,0
Week 7,0,0,Solo,Twitch.Merkabath,Brazil,94,150,43,0,19,24,0
Week 7,0,0,Solo,KLG Stellar,Brazil,95,150,43,0,19,24,0
Week 7,0,0,Solo,kudasai 彡,Brazil,96,150,43,0,16,27,0
Week 7,0,0,Solo,luxzeraa,Brazil,97,150,43,0,16,27,0
Week 7,0,0,Solo,iceezy.,Brazil,98,150,43,0,14,29,0
Week 7,0,0,Solo,Dropper-.,Brazil,99,150,43,0,14,29,0
Week 7,0,0,Solo,darkz - SA,Brazil,100,150,43,0,11,32,0
Week 9,9,0,Solo,Clipnode,Brazil,1,6000,91,3,54,37,1
Week 9,0,0,Solo,RED technoviking,Brazil,2,5000,81,2,41,40,0
Week 9,0,0,Solo,9z Lagarto,Brazil,3,4500,75,1,39,36,0
Week 9,0,0,Solo,9z Twayko,Brazil,4,4000,71,1,40,31,0
Week 9,0,0,Solo,jpsk1ng,Brazil,5,3500,69,2,26,43,0
Week 9,0,0,Solo,OnLy K-I-N-G,Brazil,6,3000,68,2,38,30,0
Week 9,0,0,Solo,9z kıng,Brazil,7,2500,68,1,41,27,0
Week 9,0,0,Solo,Pulgaboyola,Brazil,8,2000,68,1,38,30,0
Week 9,0,0,Solo,G.V. sheco,Brazil,9,1600,67,2,35,32,0
Week 9,0,0,Solo,GDDF sushy,Brazil,10,1200,64,1,33,31,0
Week 9,0,0,Solo,TM SebhitaxZ,Brazil,11,1000,62,1,36,26,0
Week 9,0,0,Solo,9z santidead,Brazil,12,1000,61,2,29,32,0
Week 9,0,0,Solo,Filipeвoy,Brazil,13,1000,61,1,30,31,0
Week 9,0,0,Solo,xJosmann,Brazil,14,1000,60,1,18,42,0
Week 9,0,0,Solo,nocturnoz1.,Brazil,15,1000,59,1,34,25,0
Week 9,0,0,Solo,ez 4 blackoutz,Brazil,16,1000,59,0,39,20,0
Week 9,0,0,Solo,Twitch GGOrionx,Brazil,17,1000,58,2,16,42,0
Week 9,0,0,Solo,nogz iwnl,Brazil,18,1000,58,0,28,30,0
Week 9,0,0,Solo,Ravens Granjero,Brazil,19,1000,57,2,23,34,0
Week 9,0,0,Solo,batata fritaaaaa,Brazil,20,1000,56,2,23,33,0
Week 9,0,0,Solo,kaizerssj,Brazil,21,800,56,1,23,33,0
Week 9,0,0,Solo,ianviking46,Brazil,22,800,56,1,19,37,0
Week 9,0,0,Solo,lekmalucone,Brazil,23,800,55,1,29,26,0
Week 9,0,0,Solo,TM Seth1,Brazil,24,800,55,0,33,22,0
Week 9,0,0,Solo,Riquelmee,Brazil,25,800,55,0,23,32,0
Week 9,0,0,Solo,RED Snow.,Brazil,26,800,54,1,29,25,0
Week 9,0,0,Solo,bad luck rustyk,Brazil,27,800,54,1,28,26,0
Week 9,0,0,Solo,RED Avlr,Brazil,28,800,54,1,27,27,0
Week 9,0,0,Solo,dk iwnl,Brazil,29,800,54,1,27,27,0
Week 9,0,0,Solo,kNgted 神,Brazil,30,800,54,0,24,30,0
Week 9,0,0,Solo,dks Chanchox,Brazil,31,600,53,2,20,33,0
Week 9,0,0,Solo,Neguin Z1 iwnl,Brazil,32,600,53,1,22,31,0
Week 9,0,0,Solo,DRG VIVA CHILE,Brazil,33,600,53,1,19,34,0
Week 9,0,0,Solo,OXEY Tomi204,Brazil,34,600,53,0,21,32,0
Week 9,0,0,Solo,Bёnzy,Brazil,35,600,53,0,17,36,0
Week 9,0,0,Solo,loIo5,Brazil,36,600,52,1,29,23,0
Week 9,0,0,Solo,KLG Berteyr,Brazil,37,600,52,1,19,33,0
Week 9,0,0,Solo,Pode ser BlazeKn,Brazil,38,600,52,1,15,37,0
Week 9,0,0,Solo,WPG Kzn,Brazil,39,600,51,2,16,35,0
Week 9,0,0,Solo,wondeerzin,Brazil,40,600,51,1,17,34,0
Week 9,0,0,Solo,ИothingNoname,Brazil,41,400,51,0,29,22,0
Week 9,0,0,Solo,OnLy DOG .,Brazil,42,400,50,1,19,31,0
Week 9,0,0,Solo,иyth Eleon,Brazil,43,400,50,1,16,34,0
Week 9,0,0,Solo,ig mvtiip,Brazil,44,400,50,0,30,20,0
Week 9,0,0,Solo,CODE NICKSSS,Brazil,45,400,49,1,32,17,0
Week 9,0,0,Solo,IDK BrYANN,Brazil,46,400,49,1,19,30,0
Week 9,0,0,Solo,ɮʀʟ Mysti,Brazil,47,400,49,1,17,32,0
Week 9,0,0,Solo,BRT Nxchou,Brazil,48,400,49,0,24,25,0
Week 9,0,0,Solo,mandanude xacau,Brazil,49,400,49,0,24,25,0
Week 9,0,0,Solo,Twitch_Suprahxd,Brazil,50,400,49,0,19,30,0
Week 9,0,0,Solo,Piratе,Brazil,51,350,48,1,21,27,0
Week 9,0,0,Solo,pѵS,Brazil,52,350,48,1,20,28,0
Week 9,0,0,Solo,kurтz,Brazil,53,350,48,0,37,11,0
Week 9,0,0,Solo,9z Leobas,Brazil,54,350,48,0,35,13,0
Week 9,0,0,Solo,OXEY Tade,Brazil,55,350,48,0,23,25,0
Week 9,0,0,Solo,twitch.gangtz,Brazil,56,350,48,0,18,30,0
Week 9,0,0,Solo,Twitch FebasSZ,Brazil,57,350,47,1,32,15,0
Week 9,0,0,Solo,cоca,Brazil,58,350,47,1,30,17,0
Week 9,0,0,Solo,SаmuK,Brazil,59,350,47,1,27,20,0
Week 9,0,0,Solo,AnzyFPS,Brazil,60,350,47,1,25,22,0
Week 9,0,0,Solo,sh4dow iwnl,Brazil,61,350,47,1,17,30,0
Week 9,0,0,Solo,GF Softe,Brazil,62,350,47,0,28,19,0
Week 9,0,0,Solo,QUASAR Devest_c,Brazil,63,350,47,0,22,25,0
Week 9,0,0,Solo,Soy gatise,Brazil,64,350,47,0,24,23,0
Week 9,0,0,Solo,Barryzeera X,Brazil,65,350,47,0,20,27,0
Week 9,0,0,Solo,PULSAR Lukkke,Brazil,66,350,47,0,20,27,0
Week 9,0,0,Solo,WPG Alveezera,Brazil,67,350,47,0,20,27,0
Week 9,0,0,Solo,KLG GаstоИ,Brazil,68,350,47,0,20,27,0
Week 9,0,0,Solo,WL DkazL,Brazil,69,350,47,0,14,33,0
Week 9,0,0,Solo,Tanga q Dizes nè,Brazil,70,350,46,1,28,18,0
Week 9,0,0,Solo,queijou,Brazil,71,350,46,1,26,20,0
Week 9,0,0,Solo,toxic lul,Brazil,72,350,46,1,23,23,0
Week 9,0,0,Solo,SMAW_lucca-,Brazil,73,350,46,1,18,28,0
Week 9,0,0,Solo,tincho btw,Brazil,74,350,46,1,16,30,0
Week 9,0,0,Solo,andy press w,Brazil,75,350,46,1,9,37,0
Week 9,0,0,Solo,SINS Nahue btw-,Brazil,76,300,46,0,24,22,0
Week 9,0,0,Solo,ego ego ego ego,Brazil,77,300,46,0,14,32,0
Week 9,0,0,Solo,ColdRoque_,Brazil,78,300,46,0,12,34,0
Week 9,0,0,Solo,ORMA TheMaИu34,Brazil,79,300,45,2,22,23,0
Week 9,0,0,Solo,AE l Exterminia,Brazil,80,300,45,1,32,13,0
Week 9,0,0,Solo,Acid Calop,Brazil,81,300,45,1,25,20,0
Week 9,0,0,Solo,CODE LUCOBOY,Brazil,82,300,45,1,25,20,0
Week 9,0,0,Solo,Slow peru YouTub,Brazil,83,300,45,1,17,28,0
Week 9,0,0,Solo,WL VichiN,Brazil,84,300,45,0,25,20,0
Week 9,0,0,Solo,ᴠᴛx ᴀᴄᴇᴇʟツ,Brazil,85,300,45,0,18,27,0
Week 9,0,0,Solo,Code TCH-Jeader,Brazil,86,300,45,0,20,25,0
Week 9,0,0,Solo,gbL xd,Brazil,87,300,45,0,17,28,0
Week 9,0,0,Solo,Barboysa Lee,Brazil,88,300,44,1,24,20,0
Week 9,0,0,Solo,TinchoPiloto,Brazil,89,300,44,1,14,30,0
Week 9,0,0,Solo,Fx Chinoo,Brazil,90,300,44,1,10,34,0
Week 9,0,0,Solo,TTV xHayashiix,Brazil,91,300,44,0,22,22,0
Week 9,0,0,Solo,i nееd you,Brazil,92,300,44,0,29,15,0
Week 9,0,0,Solo,MAGNO Relic,Brazil,93,300,44,0,22,22,0
Week 9,0,0,Solo,wisheydp,Brazil,94,300,44,0,23,21,0
Week 9,0,0,Solo,loqqtyboy,Brazil,95,300,44,0,21,23,0
Week 9,0,0,Solo,VyKings Secrett,Brazil,96,300,44,0,19,25,0
Week 9,0,0,Solo,huguinnhou,Brazil,97,300,44,0,18,26,0
Week 9,0,0,Solo,lief21,Brazil,98,300,44,0,13,31,0
Week 9,0,0,Solo,gaap Palermoo,Brazil,99,300,44,0,12,32,0
Week 9,0,0,Solo,GOAT pronextt l2,Brazil,100,300,44,0,12,32,0
Week 2,0,2,Duo,pfzin,Brazil,1,1625,120,2,76,44,1
Week 2,0,2,Duo,CODE NICKSSS,Brazil,1,1625,120,2,76,44,1
Week 2,0,0,Duo,DC MysticK,Brazil,2,1375,105,3,58,47,0
Week 2,0,0,Duo,DC Masteer,Brazil,2,1375,105,3,58,47,0
Week 2,0,0,Duo,QUASAR Losted,Brazil,3,1125,105,2,66,39,0
Week 2,0,0,Duo,QUASAR Woodzilla,Brazil,3,1125,105,2,66,39,0
Week 2,0,0,Duo,9z PatØ,Brazil,4,1000,104,2,67,37,0
Week 2,0,0,Duo,9z Leobas,Brazil,4,1000,104,2,67,37,0
Week 2,0,0,Duo,dk iwnl,Brazil,5,875,94,2,59,35,0
Week 2,0,0,Duo,ez 4 blackoutz,Brazil,5,875,94,2,59,35,0
Week 2,0,0,Duo,CODE leleo,Brazil,6,750,87,3,50,37,0
Week 2,0,0,Duo,gørdiNN,Brazil,6,750,87,3,50,37,0
Week 2,0,0,Duo,,Brazil,7,625,87,2,48,39,0
Week 2,0,0,Duo,Twitch FebasSZ,Brazil,7,625,87,2,48,39,0
Week 2,0,0,Duo,RED Snow.,Brazil,8,500,85,1,50,35,0
Week 2,0,0,Duo,RED Avlr,Brazil,8,500,85,1,50,35,0
Week 2,0,0,Duo,memed lul,Brazil,9,375,83,2,35,48,0
Week 2,0,0,Duo,teruel lul,Brazil,9,375,83,2,35,48,0
Week 2,0,0,Duo,SINS 17SP,Brazil,10,250,82,2,38,44,0
Week 2,0,0,Duo,xKovak,Brazil,10,250,82,2,38,44,0
Week 2,0,0,Duo,LuckyJo.,Brazil,11,200,81,1,43,38,0
Week 2,0,0,Duo,im too lucky bro,Brazil,11,200,81,1,43,38,0
Week 2,0,0,Duo,Pulgaboyola,Brazil,12,200,80,2,48,32,0
Week 2,0,0,Duo,FN lS A JOKE,Brazil,12,200,80,2,48,32,0
Week 2,0,0,Duo,CODE ZOTIEBOY,Brazil,13,200,79,1,50,29,0
Week 2,0,0,Duo,Barboysa Lee,Brazil,13,200,79,1,50,29,0
Week 2,0,0,Duo,Isurus Untouch,Brazil,14,200,78,2,41,37,0
Week 2,0,0,Duo,Agüs,Brazil,14,200,78,2,41,37,0
Week 2,0,0,Duo,Zugorow,Brazil,15,200,78,1,43,35,0
Week 2,0,0,Duo,The best Groot,Brazil,15,200,78,1,43,35,0
Week 2,0,0,Duo,9z santidead,Brazil,16,200,77,0,55,22,0
Week 2,0,0,Duo,9z zEkØ,Brazil,16,200,77,0,55,22,0
Week 2,0,0,Duo,WCK Francholigan,Brazil,17,200,75,1,34,41,0
Week 2,0,0,Duo,WCK Erni,Brazil,17,200,75,1,34,41,0
Week 2,0,0,Duo,toxic lul,Brazil,18,200,74,1,38,36,0
Week 2,0,0,Duo,9z Twayko,Brazil,18,200,74,1,38,36,0
Week 2,0,0,Duo,WL DkazL,Brazil,19,200,73,0,44,29,0
Week 2,0,0,Duo,WL Zerø,Brazil,19,200,73,0,44,29,0
Week 2,0,0,Duo,AE l Exterminia,Brazil,20,200,73,0,41,32,0
Week 2,0,0,Duo,AE l Ghost,Brazil,20,200,73,0,41,32,0
Week 2,0,0,Duo,RED ZecaPiranha,Brazil,21,175,72,3,39,33,0
Week 2,0,0,Duo,RED technoviking,Brazil,21,175,72,3,39,33,0
Week 2,0,0,Duo,mst is mst,Brazil,22,175,72,1,41,31,0
Week 2,0,0,Duo,estevin46,Brazil,22,175,72,1,41,31,0
Week 2,0,0,Duo,тhzin,Brazil,23,175,69,0,47,22,0
Week 2,0,0,Duo,OnLy K-I-N-G,Brazil,23,175,69,0,47,22,0
Week 2,0,0,Duo,Steayøn,Brazil,24,175,67,3,30,37,0
Week 2,0,0,Duo,mojak.,Brazil,24,175,67,3,30,37,0
Week 2,0,0,Duo,9z leonzhett,Brazil,25,175,67,1,49,18,0
Week 2,0,0,Duo,9z Lagarto,Brazil,25,175,67,1,49,18,0
Week 2,0,0,Duo,funizera,Brazil,26,175,67,1,33,34,0
Week 2,0,0,Duo,twitch.tv nar0n,Brazil,26,175,67,1,33,34,0
Week 2,0,0,Duo,Faahfishy,Brazil,27,175,67,0,45,22,0
Week 2,0,0,Duo,nogz iwnl,Brazil,27,175,67,0,45,22,0
Week 2,0,0,Duo,twitch_champi1,Brazil,28,175,66,1,41,25,0
Week 2,0,0,Duo,Twitch GGOrionx,Brazil,28,175,66,1,41,25,0
Week 2,0,0,Duo,Code TCH-Jeader,Brazil,29,175,66,1,38,28,0
Week 2,0,0,Duo,SI CODIGO CHIGUA,Brazil,29,175,66,1,38,28,0
Week 2,0,0,Duo,jotadiе,Brazil,30,175,66,1,29,37,0
Week 2,0,0,Duo,xZyTle,Brazil,30,175,66,1,29,37,0
Week 2,0,0,Duo,Fαchα btw,Brazil,31,150,66,1,29,37,0
Week 2,0,0,Duo,ENG Lufer,Brazil,31,150,66,1,29,37,0
Week 2,0,0,Duo,ad1K1Ng,Brazil,32,150,66,0,41,25,0
